customer_id,age_group,gender,country,customer_segment,account_type,transaction_id,transaction_date,transaction_amount,transaction_type,channel,merchant_category,fraud_flag,credit_score,risk_rating,complaint_count,mobile_app_usage,internet_banking_usage,login_frequency,income_band,loan_balance,deposit_balance,repayment_status,branch_code,transaction_status,processing_time
CUST01221,36-45,male,Tanzania,Student,savings,TXN000248,07/19/2024,2139.89,deposit,ATM,Healthcare,0,1500,Medium,0,0,,55,150k-500k,288421.65,528644.97,N/A,BR002,Failed,600
CUST01310,26-35,male,Nigeria,Student,Wallet,TXN000480,12/04/2024,4591760,Deposit,Internet Banking,,0,-50,High,0,Y,FALSE,19,>1M,-1000,450691.76,Late,BR004,Failed,
CUST01138,46-55,,Nigria,Student,savings,TXN000186,17/04/2024,,Payment,ATM,Groceries,,999,Medium,-1,Yes,Yes,9999,>1M,,406832.27,Default,BR003,Reversed,-2
CUST01151,65+,male,Ghana,Retail,Fixed Deposit,TXN000134,10/08/2024,3177.52,Transfer,atm,Groceries,0,999,Low,0,Yes,Yes,58,50k-150k,-1000,395283.22,Current,br007,Pending,7.6
CUST01006,36-45,,RSA,Affluent,Fixed Deposit,TXN000165,05/10/2024,3479.62,Airtime,Branch,Utilities,0,,Med,0,Y,FALSE,,150k-500k,,339154.3,Late,BR005,Reversed,-2
CUST01307,46-55,male,TZ,Corporate,CURRENT,TXN000291,06/07/2024,3829.53,WITHDRAWAL,ATM,Restaurants,Yes,466,Low,-1,Yes,FALSE,14,<50k,-1000,184219.21,Default,BR001,completed,
CUST01352,36-45,F,KENYA,Student,Wallet,TXN000246,26/02/2024,486.28,Payment,Mobile App,Misc,Yes,633,Medium,,,FALSE,9999,150k-500k,,16321.82,N/A,BR005,Pending,3.81
CUST01371,18-25,M,Tanzania,SME,Current,TXN000180,01/25/2024,3312.61,WITHDRAWAL,USSD,Healthcare,Yes,999,HIGH,2,N,Yes,46,>1M,-1000,13041.96,current,BR005,Failed,-2
CUST01043,18-25,,kenya,Corporate,CURRENT,TXN000093,24/03/2024,611.09,Withdrawal,Internet Banking,Healthcare,Yes,,Medium,1,N,Yes,9999,150k-500k,,53739.47,current,BR004,Reversed,0.45
CUST01381,46-55,male,EGYPT,Retail,savings,TXN000465,15/04/2024,1645.46,WITHDRAWAL,Mobile App,Utilities,Yes,999,HIGH,-1,1,FALSE,42,,,610615.46,Default,BR002,Pending,-2
CUST01389,46-55,,GHANA,Corporate,Current,TXN000464,13/10/2024,2192.87,Payment,Branch,Education,0,1500,HIGH,-1,No,No,0,150k-500k,317315.33,129508.16,current,BR004,Completed,600
CUST01241,65+,F,RSA,Affluent,savings,TXN000469,23/12/2024,1419.98,WITHDRAWAL,atm,Retail,1,,Medium,-1,0,TRUE,,>1M,474743.95,305201.37,Current,BR001,completed,7.14
CUST01075,18-25,Male,Rwanda,,CURRENT,TXN000266,28/07/2024,88.23,Payment,USSD,Groceries,Yes,1500,low,2,Yes,FALSE,37,500k-1M,-1000,663560.61,N/A,BR005,completed,-2
CUST01201,26-35,Male,TZ,Retail,CURRENT,TXN000207,16/12/2024,2083.72,deposit,mobile app,Telecom,Yes,,Low,0,No,,,50k-150k,419981.34,230776.7,LATE,br007,Reversed,
CUST01351,,male,Ghana,Retail,Savings,TXN000522,24/03/2024,888.19,Airtime,ATM,Education,0,1500,low,-1,N,Yes,19,150k-500k,-1000,466855.85,LATE,BR004,Completed,600
CUST01136,18-25,male,Uganda,Retail,CURRENT,TXN000085,28/08/2024,1867.56,Payment,POS,,0,,Low,,,Yes,9999,>1M,379792.93,324222.64,Current,BR002,Failed,600
CUST01018,26-35,,TZ,Corporate,CURRENT,TXN000273,04/09/2024,5165.37,deposit,ATM,Restaurants,0,-50,High,0,Yes,,,,-1000,128021.87,current,BR003,Completed,-2
CUST01189,,Female,GHANA,SME,Wallet,TXN000013,11/12/2024,545.32,WITHDRAWAL,mobile app,Misc,0,999,Med,,No,Yes,9999,50k-150k,,779069.62,Default,BR002,Completed,
CUST01369,18-25,,kenya,SME,Current,TXN000177,04/04/2024,13664.82,Payment,Branch,Utilities,Yes,-50,Low,-1,1,No,,>1M,-1000,257619.24,LATE,br007,Reversed,0.86
CUST01088,18-25,Female,Egypt,Retail,Savings,TXN000238,19/09/2024,5457.51,Deposit,atm,Utilities,0,,High,1,No,No,8,<50k,212402.54,62188.24,Current,BR003,Completed,600
CUST01390,,,Uganda,,Savings,TXN000284,07/06/2024,6191.59,Payment,ATM,Fuel,0,-50,Med,-1,,FALSE,43,<50k,,661973.47,Default,BR-006,Pending,
CUST01220,36-45,Female,Nigria,Retail,Fixed Deposit,TXN000354,03/06/2024,1093.07,Deposit,Internet Banking,Education,Yes,,High,0,,Yes,,500k-1M,273568.03,399129.81,Default,br007,Reversed,
CUST01027,,Female,Ghana,Retail,Wallet,TXN000571,05/04/2024,6416.67,WITHDRAWAL,Branch,Misc,1,-50,Low,0,1,,,>1M,262537.94,207726.58,Late,BR005,Reversed,
CUST01046,46-55,female,South Africa,Corporate,CURRENT,TXN000251,18-Jun-24,5934.59,Payment,atm,Misc,No,,Medium,0,No,Yes,11,150k-500k,,326700.44,Late,BR003,Reversed,6.92
CUST01184,,M,TZ,SME,Savings,TXN000135,09/08/2024,5365900,WITHDRAWAL,mobile app,Education,0,346,low,,0,No,,,-1000,214647.52,Late,BR001,Failed,-2
CUST01169,26-35,female,EGYPT,Affluent,Wallet,TXN000421,10/06/2024,,Airtime,Mobile App,Fuel,1,,HIGH,-1,1,No,9,500k-1M,237732,258670.3,N/A,br007,Reversed,7.18
CUST01083,46-55,Female,Egypt,,Current,TXN000126,08/01/2024,1342.28,Transfer,USSD,Misc,0,-50,High,-1,No,No,43,500k-1M,,410624.99,N/A,br007,Pending,6.93
CUST01056,,Female,Nigeria,Corporate,Fixed Deposit,TXN000344,02/04/2024,567.08,Airtime,USSD,Misc,0,,HIGH,-1,Yes,Yes,9999,<50k,-1000,67972.15,Current,br007,Completed,600
CUST01061,,M,Nigria,Student,Wallet,TXN000047,21/12/2024,5497.69,Payment,USSD,Utilities,0,-50,low,3,1,TRUE,,<50k,430882.18,348975.68,Default,BR002,completed,3.73
CUST01349,26-35,M,EGYPT,SME,savings,TXN000005,01-Sep-24,473.12,Airtime,POS,Education,0,764,Low,3,,No,32,<50k,,673335.48,Default,br007,Pending,
CUST01311,18-25,Female,Rwanda,SME,Savings,TXN000194,05/01/2024,977.85,WITHDRAWAL,ATM,Misc,Yes,1500,HIGH,0,1,,0,>1M,,495812.83,Default,BR003,Completed,
CUST01320,36-45,Female,RSA,Student,savings,TXN000499,2024-13-45,6805.14,deposit,Mobile App,Fuel,0,-50,Medium,2,Y,,55,150k-500k,-1000,5050.71,Late,BR002,Reversed,
CUST01235,56-65,female,Tanzania,SME,Fixed Deposit,TXN000048,27/11/2024,2295.86,Withdrawal,Branch,Utilities,No,-50,Medium,3,Yes,FALSE,,150k-500k,372902.41,266454.9,Late,BR002,completed,1.43
CUST01000,46-55,,Uganda,SME,Savings,TXN000157,14/09/2024,-1850.54,Transfer,Branch,Groceries,0,1500,Med,-1,N,FALSE,9999,,-1000,460896.65,Current,BR005,completed,-2
CUST01044,26-35,female,Egypt,Affluent,CURRENT,TXN000326,20/06/2024,353.62,Airtime,Branch,Utilities,0,999,Med,2,0,Yes,,<50k,-1000,723695.61,Late,BR001,Failed,600
CUST01110,18-25,,Rwanda,Student,Savings,TXN000570,02/03/2024,755.62,Withdrawal,Mobile App,Healthcare,,999,low,1,1,No,9999,500k-1M,399151.06,157015.72,LATE,BR005,Failed,600
CUST01405,46-55,F,Ghana,Retail,Current,TXN000103,03/10/2024,"NGN 1,297.21",Airtime,ATM,Restaurants,0,591,High,0,1,,32,50k-150k,,516935.82,N/A,br007,completed,
CUST01310,18-25,Male,GHANA,Corporate,Wallet,TXN000065,07/08/2024,7907.11,WITHDRAWAL,Internet Banking,Restaurants,0,1500,HIGH,-1,Y,,35,,,98017.53,Default,BR002,Failed,
CUST01196,18-25,male,RSA,SME,Wallet,TXN000033,03/03/2024,178.51,Payment,USSD,Restaurants,0,1500,HIGH,2,Yes,No,9999,,165997.35,699352.3,N/A,BR-006,Completed,600
CUST01363,26-35,,Uganda,Affluent,Savings,TXN000098,2024-13-45,3830.03,deposit,Internet Banking,Fuel,,511,Medium,3,Y,,34,,-1000,234107.76,Default,br007,Failed,4.62
CUST01295,56-65,,South Africa,Student,Wallet,TXN000069,12/24/2024,3503.7,Deposit,Internet Banking,Healthcare,0,,Medium,0,1,Yes,12,>1M,,121145.01,Default,BR-006,Reversed,600
CUST01312,18-25,F,S. Africa,Affluent,Current,TXN000505,23/05/2024,2682.32,Withdrawal,POS,Groceries,1,999,low,2,,No,,50k-150k,,370151.41,Late,BR-006,Completed,-2
CUST01295,46-55,female,NIGERIA,Retail,Wallet,TXN000279,01/11/2024,5554.12,Payment,Internet Banking,Travel,0,319,Low,0,Y,No,9999,>1M,-1000,355383.58,Default,BR004,Pending,-2
CUST01341,18-25,male,Egypt,,Current,TXN000568,27/05/2024,755.3,deposit,mobile app,Telecom,0,,Med,-1,No,No,,<50k,-1000,359573.61,Late,BR004,Reversed,4.99
CUST01205,26-35,female,Tanzania,Affluent,CURRENT,TXN000112,13/01/2024,3492.2,deposit,mobile app,Telecom,1,376,High,0,0,FALSE,51,50k-150k,,98022.13,Late,BR003,Pending,7.54
CUST01149,46-55,female,TZ,SME,Wallet,TXN000440,04/02/2024,,Payment,Branch,Fuel,,-50,Low,3,N,FALSE,48,>1M,,445151.59,Default,BR002,Failed,
CUST01144,65+,female,Ghana,SME,CURRENT,TXN000410,22/09/2024,"NGN 4,028.94",Withdrawal,USSD,Fuel,0,,High,2,Yes,FALSE,9999,,104273.49,31050.18,N/A,BR004,Reversed,600
CUST01023,56-65,F,Uganda,SME,CURRENT,TXN000108,04/05/2024,8382,Deposit,mobile app,Groceries,1,999,Medium,3,N,Yes,23,>1M,,591660.79,Default,BR-006,Completed,-2
CUST01140,18-25,Female,GHANA,SME,Savings,TXN000438,03/04/2024,-2785.11,Airtime,USSD,,0,,low,1,Yes,FALSE,13,>1M,-1000,103813.55,N/A,BR-006,completed,-2
CUST01211,26-35,male,Uganda,Retail,Fixed Deposit,TXN000189,05/08/2024,2340.79,Airtime,atm,Misc,0,,High,0,No,No,9999,50k-150k,-1000,453634.47,N/A,BR004,Reversed,
CUST01410,36-45,,Uganda,SME,Fixed Deposit,TXN000413,18/04/2024,6064.4,deposit,Branch,Groceries,1,-50,Low,,Yes,,,<50k,267736.33,670519.24,current,BR001,completed,
CUST01392,36-45,,Uganda,Affluent,Current,TXN000441,03/13/2024,1735.61,Transfer,ATM,Healthcare,,999,High,,Yes,TRUE,9999,500k-1M,266254.2,687245.27,LATE,BR002,Completed,600
CUST01163,26-35,female,Tanzania,SME,Savings,TXN000501,15/07/2024,3368.46,Payment,POS,Travel,,1500,low,,,FALSE,,500k-1M,,250779.74,N/A,BR002,Failed,
CUST01036,46-55,,Uganda,Retail,Savings,TXN000444,25/05/2024,8594.55,WITHDRAWAL,Mobile App,Telecom,Yes,846,High,2,,Yes,,500k-1M,-1000,615009.21,LATE,BR003,Failed,600
CUST01179,18-25,female,SOUTH AFRICA,SME,Savings,TXN000420,06/05/2024,3964.29,Transfer,Mobile App,Telecom,No,999,HIGH,3,0,TRUE,9999,>1M,,448889.84,LATE,br007,Reversed,
CUST01158,,Male,EGYPT,Student,Savings,TXN000478,06/12/2024,1058.8,deposit,Branch,Fuel,0,1500,HIGH,-1,1,,20,50k-150k,485444.26,569690.97,Late,BR001,Reversed,2.93
CUST01154,18-25,female,Rwanda,,Fixed Deposit,TXN000212,20-Jul-24,1910.86,deposit,USSD,Restaurants,0,999,High,3,,FALSE,,150k-500k,,305603.28,Current,BR003,completed,2.59
CUST01371,56-65,female,Rwanda,Corporate,Fixed Deposit,TXN000150,01-Mar-24,1767.3,Transfer,Branch,Fuel,0,540,Med,3,Yes,No,,,-1000,527537.8,LATE,BR004,Pending,
CUST01008,46-55,male,Rwanda,Corporate,savings,TXN000226,25/07/2024,706.01,Transfer,Branch,Misc,Yes,1500,Low,-1,No,FALSE,,>1M,-1000,506721.84,Default,BR-006,Completed,6.9
CUST01072,46-55,Male,Egypt,Corporate,CURRENT,TXN000327,05/12/2024,12625.76,Airtime,Branch,Utilities,,-50,Med,1,No,,27,,,305425.85,Default,BR-006,Failed,600
CUST01005,36-45,female,Uganda,Corporate,Fixed Deposit,TXN000486,05/04/2024,4762.93,WITHDRAWAL,Mobile App,Travel,1,528,Medium,0,No,FALSE,4,<50k,268469.85,754802.5,current,br007,Reversed,600
CUST01337,,Male,nigeria,Affluent,savings,TXN000429,23/10/2024,4833.11,Payment,mobile app,Education,No,,Medium,2,Y,TRUE,41,150k-500k,,245020.5,LATE,BR003,completed,
CUST01092,,Female,nigeria,Student,Wallet,TXN000114,06/03/2024,,Withdrawal,POS,Restaurants,Yes,587,HIGH,3,Y,,14,<50k,-1000,192922.24,LATE,BR-006,Pending,4.32
CUST01147,36-45,female,Rwanda,,CURRENT,TXN000256,16/01/2024,557.96,Withdrawal,POS,Travel,0,999,Med,2,No,FALSE,50,50k-150k,,188388.5,LATE,BR004,Reversed,
CUST01327,56-65,male,Uganda,Student,Savings,TXN000074,23/06/2024,"NGN 2,896.74",Withdrawal,ATM,Misc,0,,Low,2,Y,No,,500k-1M,,603005.32,Default,BR002,Reversed,-2
CUST01366,,F,TZ,Affluent,Savings,TXN000252,07/09/2024,85.2,Transfer,Mobile App,Fuel,0,335,High,1,1,FALSE,9999,50k-150k,,722525.68,Late,BR004,Pending,
CUST01259,56-65,M,GHANA,Affluent,CURRENT,TXN000481,26/07/2024,,Payment,Mobile App,Misc,0,850,HIGH,1,Yes,TRUE,43,<50k,295053.16,720184.48,Default,BR002,Pending,
CUST01038,65+,F,EGYPT,,Savings,TXN000372,19/04/2024,4658,Payment,atm,Retail,0,999,High,0,1,FALSE,7,,159666.34,602427.86,N/A,BR002,Completed,600
CUST01315,65+,Male,NIGERIA,Student,Fixed Deposit,TXN000198,11/11/2024,862.76,Airtime,ATM,Fuel,0,1500,HIGH,,No,FALSE,9999,,-1000,716742.88,Default,br007,Pending,600
CUST01336,26-35,Female,Tanzania,Corporate,Current,TXN000463,11/05/2024,2598.74,deposit,atm,Misc,0,,HIGH,3,No,No,9999,>1M,41094.49,573814.45,current,BR005,Pending,2.33
CUST01169,18-25,F,Nigria,Affluent,Wallet,TXN000462,09/15/2024,139.29,Withdrawal,ATM,Retail,No,717,low,-1,1,,10,500k-1M,,717750.96,Default,BR002,Pending,0.83
CUST01378,26-35,M,GHANA,SME,savings,TXN000457,18/06/2024,303.32,Payment,Branch,,No,1500,High,0,N,,18,,,15097.32,current,BR002,Failed,600
CUST01036,18-25,M,Uganda,SME,CURRENT,TXN000572,03/10/2024,5353.69,Deposit,Branch,Education,,999,Low,0,Yes,Yes,49,500k-1M,-1000,19365.77,current,BR-006,Pending,6.5
CUST01417,56-65,,Kenya,,Fixed Deposit,TXN000347,08/11/2024,3449.51,Payment,mobile app,Healthcare,1,,low,1,No,No,,>1M,,339065.66,current,BR004,completed,600
CUST01347,46-55,,Rwanda,Corporate,savings,TXN000389,06/01/2024,5706.95,Transfer,Mobile App,Education,0,542,low,,N,FALSE,59,50k-150k,,91579.03,LATE,BR005,completed,6.79
CUST01270,18-25,male,nigeria,Corporate,Current,TXN000591,01/05/2024,333.98,Payment,atm,Education,0,999,HIGH,2,N,No,9999,150k-500k,-1000,759538.97,N/A,BR002,Completed,
CUST01192,26-35,Female,Tanzania,SME,Savings,TXN000052,17/02/2024,4436.06,WITHDRAWAL,ATM,Misc,No,839,High,3,Y,Yes,,>1M,90131.46,273385.88,Late,BR005,Reversed,
CUST01118,56-65,Male,Uganda,Student,Current,TXN000094,15/04/2024,825.08,Deposit,USSD,Misc,0,705,low,2,1,FALSE,24,>1M,352367.81,222675.86,LATE,BR003,completed,5.66
CUST01098,18-25,,kenya,Corporate,savings,TXN000285,18/03/2024,3925.84,Withdrawal,Internet Banking,Utilities,Yes,,HIGH,1,Yes,TRUE,9999,50k-150k,353484,5708.32,LATE,BR001,Failed,600
CUST01329,65+,,EGYPT,Student,Current,TXN000218,03/04/2024,3053.76,Deposit,Internet Banking,Education,0,760,Med,1,Yes,TRUE,9999,<50k,21407.27,169342.54,N/A,BR005,Completed,600
CUST01379,,male,kenya,,Current,TXN000353,17/03/2024,6590.52,Airtime,POS,Education,0,1500,Medium,1,No,No,,150k-500k,-1000,74632.69,Default,BR003,completed,
CUST01365,26-35,,GHANA,Student,CURRENT,TXN000325,15/09/2024,,WITHDRAWAL,POS,Utilities,Yes,-50,Low,0,1,,9999,50k-150k,-1000,99271.46,current,BR002,Failed,6.05
CUST01392,18-25,Female,Rwanda,SME,Fixed Deposit,TXN000554,18/12/2024,2625.27,Withdrawal,atm,Misc,1,999,High,1,No,FALSE,51,<50k,,580252.19,Default,br007,Reversed,7.3
CUST01034,,Female,S. Africa,,Savings,TXN000593,01/03/2024,905.93,Payment,Mobile App,Fuel,,999,low,,No,No,,50k-150k,-1000,741733.44,current,BR-006,Pending,
CUST01127,65+,,KENYA,Affluent,Wallet,TXN000018,27/04/2024,572.43,deposit,USSD,Healthcare,,-50,low,-1,N,,9999,,,664455.34,Late,BR003,Reversed,
CUST01085,56-65,M,EGYPT,Corporate,Savings,TXN000247,16/09/2024,13950.65,Payment,Branch,Restaurants,0,-50,Low,1,Y,Yes,9999,,201013.68,499657.83,Default,BR005,Pending,7.67
CUST01079,,F,Tanzania,,Current,TXN000175,12/07/2024,1143.92,deposit,Internet Banking,Retail,0,646,Low,1,0,No,9999,500k-1M,395733.12,390274.31,LATE,BR004,completed,-2
CUST01195,56-65,,S. Africa,Student,Savings,TXN000166,06/12/2024,6438.5,Deposit,Branch,Retail,0,784,low,2,N,No,9999,,-1000,252581.8,Current,BR004,Pending,-2
CUST01083,,,TZ,Retail,Current,TXN000003,13/06/2024,940.39,Transfer,Mobile App,Fuel,0,-50,HIGH,3,0,No,,,-1000,550529.57,Default,BR002,Reversed,-2
CUST01116,26-35,F,Nigeria,,Fixed Deposit,TXN000107,19/02/2024,,Transfer,Mobile App,Healthcare,,1500,Med,2,No,No,59,<50k,-1000,592532.66,Late,BR002,completed,-2
CUST01353,36-45,Male,EGYPT,Student,CURRENT,TXN000036,20/01/2024,7465.17,deposit,atm,Retail,1,1500,Medium,0,N,,9999,>1M,-1000,236184.6,Default,BR002,Failed,600
CUST01281,46-55,Male,Nigria,Retail,Current,TXN000508,06/09/2024,4157.54,deposit,Branch,Utilities,0,-50,High,,Y,TRUE,9999,150k-500k,-1000,44687.35,Default,BR001,Reversed,
CUST01344,65+,M,Tanzania,Retail,Current,TXN000425,20/05/2024,9446.15,Withdrawal,mobile app,Telecom,0,-50,Med,,N,FALSE,9999,,334820.59,154351.95,Current,BR003,Pending,
CUST01073,56-65,M,Rwanda,Affluent,Fixed Deposit,TXN000060,04/04/2024,539.75,Deposit,Internet Banking,Education,No,999,HIGH,3,Yes,,9999,500k-1M,,297610.7,current,BR001,Pending,
CUST01020,,F,S. Africa,Affluent,savings,TXN000475,07/10/2024,4404.72,Payment,Internet Banking,Healthcare,0,,HIGH,0,No,FALSE,41,500k-1M,,194944.16,LATE,BR005,Reversed,600
CUST01412,36-45,male,Rwanda,Student,savings,TXN000450,04/08/2024,1160.06,WITHDRAWAL,Internet Banking,Education,0,1500,Low,1,1,FALSE,,150k-500k,,211359.92,current,BR004,Reversed,-2
CUST01316,56-65,female,GHANA,Retail,Savings,TXN000489,19/08/2024,1850.51,deposit,mobile app,Retail,0,,Med,2,Yes,,,>1M,384347.72,685602.41,N/A,BR004,Failed,6.12
CUST01239,56-65,F,Kenya,,Fixed Deposit,TXN000038,16/04/2024,5612.16,Deposit,POS,,,-50,Medium,0,,FALSE,,,,294868.53,Current,BR-006,Reversed,-2
CUST01280,65+,female,KENYA,,CURRENT,TXN000119,10/11/2024,3605.91,Transfer,Branch,Utilities,No,794,Low,,No,,,500k-1M,78551.89,264875.66,current,BR005,Reversed,600
CUST01229,36-45,M,Ghana,Affluent,Fixed Deposit,TXN000332,24/01/2024,768.59,deposit,mobile app,Fuel,,-50,High,0,N,FALSE,24,,186641.85,270366.88,current,br007,Completed,5.46
CUST01303,65+,M,EGYPT,Affluent,Wallet,TXN000512,16/03/2024,2492.84,Payment,USSD,Misc,0,-50,Medium,0,1,Yes,19,<50k,108211.78,688286.41,current,BR001,Completed,600
CUST01402,26-35,F,kenya,Retail,Savings,TXN000118,09/06/2024,5.13,Deposit,Mobile App,Restaurants,No,,Medium,2,N,TRUE,,500k-1M,,630984,Late,BR-006,Completed,
CUST01365,36-45,M,Tanzania,Corporate,Current,TXN000328,04/09/2024,2176.75,Deposit,Mobile App,Travel,0,1500,Medium,3,No,Yes,17,500k-1M,-1000,438695.03,Current,br007,Completed,0.62
CUST01283,46-55,male,Nigria,,Savings,TXN000585,17/01/2024,6060.94,Transfer,Mobile App,Retail,0,1500,High,2,Yes,No,9999,>1M,-1000,99309.7,Late,BR001,Reversed,-2
CUST01060,65+,F,Nigria,SME,Wallet,TXN000158,16/09/2024,4251.58,Withdrawal,POS,Healthcare,,1500,HIGH,0,No,FALSE,9999,500k-1M,-1000,338849.24,Default,BR003,completed,-2
CUST01176,56-65,F,Uganda,Affluent,savings,TXN000080,08/07/2024,4766.97,Transfer,Branch,Restaurants,0,1500,Med,-1,1,FALSE,15,<50k,-1000,115481.4,N/A,br007,Pending,3.76
CUST01085,,male,Kenya,Student,Savings,TXN000022,26/10/2024,13377.84,Deposit,POS,Healthcare,No,999,low,2,0,No,9999,,-1000,194279.5,Default,BR001,completed,-2
CUST01232,26-35,Female,TZ,Retail,savings,TXN000021,16/03/2024,5729.01,deposit,Mobile App,,1,999,Medium,2,Yes,,,500k-1M,112111.08,624986.44,LATE,BR003,Pending,5.25
CUST01160,36-45,female,TZ,,Savings,TXN000447,16/06/2024,8022.05,Payment,ATM,Healthcare,Yes,-50,Medium,0,N,FALSE,9999,,,179860.14,Late,BR003,Completed,
CUST01269,,M,Uganda,,Current,TXN000070,11/08/2024,12557.07,Payment,POS,Healthcare,,999,Med,,,TRUE,,150k-500k,96132.08,223205.12,Default,BR001,completed,-2
CUST01195,36-45,male,Nigria,Student,Wallet,TXN000014,11/09/2024,1006.35,Deposit,Mobile App,Retail,0,999,Medium,-1,,No,14,>1M,,262609.56,Default,BR001,Completed,-2
CUST01273,,F,Nigria,SME,Fixed Deposit,TXN000171,08/11/2024,11746.65,Airtime,USSD,Retail,0,1500,Med,3,No,Yes,,,-1000,349685.09,current,br007,Pending,600
CUST01083,36-45,,Ghana,Student,Wallet,TXN000451,20/05/2024,5715.77,Withdrawal,Internet Banking,Restaurants,,1500,Medium,,0,,52,50k-150k,96797.75,610282.12,N/A,br007,Failed,-2
CUST01332,36-45,Male,Ghana,,Wallet,TXN000355,22/05/2024,14256.84,Deposit,ATM,Fuel,No,999,Med,2,,,9999,>1M,,409983.4,Current,BR002,Completed,-2
CUST01309,36-45,Female,Uganda,,Wallet,TXN000043,03/02/2024,6302,Payment,Mobile App,Restaurants,Yes,1500,Medium,0,N,TRUE,,>1M,-1000,76068.67,Current,BR005,completed,-2
CUST01396,65+,M,EGYPT,,Savings,TXN000061,10/05/2024,966.1,WITHDRAWAL,Internet Banking,Misc,1,,Medium,0,,Yes,28,150k-500k,,797809.92,current,BR002,Completed,-2
CUST01273,36-45,F,Uganda,Retail,Current,TXN000394,01/10/2024,-3216.28,Withdrawal,mobile app,Healthcare,No,,HIGH,,N,,8,<50k,-1000,786027.65,Current,br007,Failed,
CUST01406,,Female,GHANA,Student,Savings,TXN000156,20/10/2024,734.35,Deposit,Mobile App,Utilities,1,-50,low,0,N,FALSE,8,,-1000,687673.35,Late,BR005,completed,600
CUST01255,36-45,female,Rwanda,Retail,Savings,TXN000066,24/05/2024,8450.36,Transfer,mobile app,Restaurants,Yes,1500,Low,0,No,,22,500k-1M,,478015.02,Current,BR005,completed,600
CUST01231,46-55,,SOUTH AFRICA,Student,savings,TXN000595,21/02/2024,7135.18,Withdrawal,USSD,Healthcare,0,847,low,2,0,FALSE,9999,50k-150k,85159.1,60142.85,current,BR005,Pending,6.69
CUST01055,46-55,M,SOUTH AFRICA,Affluent,Wallet,TXN000092,23/10/2024,727.71,Airtime,Internet Banking,Restaurants,No,999,Low,0,Yes,Yes,16,500k-1M,-1000,446394.73,Current,BR003,Reversed,
CUST01032,65+,F,Nigeria,Student,Fixed Deposit,TXN000148,10-Mar-24,1770.8,deposit,POS,Groceries,1,999,HIGH,1,,FALSE,,>1M,411061.19,379190.14,Late,BR001,Completed,
CUST01103,65+,,Egypt,,Savings,TXN000515,20/02/2024,4449.74,Transfer,atm,Education,Yes,,HIGH,-1,Yes,Yes,9999,50k-150k,,447155.52,Default,BR-006,Pending,
CUST01144,36-45,male,Egypt,Affluent,Current,TXN000365,06/01/2024,389.47,deposit,ATM,Utilities,No,,High,0,N,Yes,26,150k-500k,-1000,61050.15,N/A,BR005,completed,600
CUST01180,65+,Female,Nigria,Affluent,Current,TXN000484,01/10/2024,5365.9,Deposit,mobile app,Fuel,,-50,Med,,0,Yes,58,<50k,49325.37,713884.86,Default,BR001,Failed,5.73
CUST01067,,female,Rwanda,Corporate,Savings,TXN000594,10/07/2024,3159.63,Airtime,ATM,Utilities,0,685,low,0,N,Yes,9999,150k-500k,,211678.94,Default,BR001,Failed,
CUST01273,46-55,Male,Tanzania,,Wallet,TXN000217,02/03/2024,7359.98,Withdrawal,ATM,,0,,Medium,3,Yes,FALSE,42,500k-1M,,717168.56,N/A,BR001,completed,-2
CUST01130,18-25,female,GHANA,Corporate,Current,TXN000586,19/06/2024,5645.94,Payment,Branch,Telecom,No,-50,High,-1,,TRUE,9999,>1M,-1000,596815.21,Current,BR003,Completed,600
CUST01080,36-45,F,GHANA,Student,Wallet,TXN000452,25/01/2024,12559.06,Payment,ATM,Travel,0,999,High,1,N,TRUE,23,,-1000,283146.86,Late,BR004,Pending,600
CUST01242,36-45,Male,Uganda,SME,Fixed Deposit,TXN000174,26/07/2024,11008.96,Withdrawal,ATM,Groceries,1,-50,HIGH,1,N,TRUE,,,-1000,174230.6,N/A,BR-006,completed,600
CUST01397,36-45,male,KENYA,,Savings,TXN000324,13/03/2024,8006.84,Payment,mobile app,Retail,,1500,HIGH,0,Yes,Yes,5,50k-150k,-1000,726782.76,Current,BR003,Completed,600
CUST01341,65+,Male,Rwanda,Student,CURRENT,TXN000278,10/12/2024,8049.99,Airtime,Mobile App,Misc,0,1500,HIGH,2,Y,,9999,<50k,-1000,221900.08,Late,BR005,completed,
CUST01172,56-65,,Rwanda,SME,Current,TXN000430,03/01/2024,1427.69,Transfer,Internet Banking,Restaurants,1,-50,low,2,N,TRUE,,500k-1M,296538.03,409763.48,Late,BR004,Completed,
CUST01092,46-55,Female,Rwanda,Affluent,CURRENT,TXN000343,2024-13-45,6762.55,Airtime,Internet Banking,Groceries,0,,HIGH,0,Y,No,56,<50k,-1000,486257.66,N/A,BR004,Completed,0.65
CUST01141,65+,Female,Egypt,Student,Fixed Deposit,TXN000380,06/11/2024,167.87,Transfer,atm,Retail,1,-50,Low,2,,FALSE,,150k-500k,144204.27,399141.62,Current,BR004,Completed,600
CUST01329,56-65,female,Nigria,Corporate,savings,TXN000488,11/09/2024,1912.36,Deposit,Mobile App,Misc,0,817,Low,0,0,No,9999,500k-1M,360590.54,697069.85,current,BR005,Completed,
CUST01350,46-55,male,GHANA,Affluent,Savings,TXN000262,15/06/2024,4380.72,deposit,Branch,Misc,Yes,,Med,2,N,FALSE,9999,,300170.37,605192.51,Late,BR004,completed,
